Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses_avg
2013,4,221146,AARP Inc.,528000.000000
2014,3,221146,AARP Inc.,421666.666666
2015,2,221146,AARP Inc.,256125.000000
2016,1,221146,AARP Inc.,250000.000000
2016,4,221146,AARP Inc.,334375.000000
2017,3,221146,AARP Inc.,253125.000000
2018,2,221146,AARP Inc.,388333.333333
2019,1,221146,AARP Inc.,336666.666666
2022,4,232657,Shell USA Inc.,366000.000000
2023,3,232657,Shell USA Inc.,370000.000000
2024,2,232657,Shell USA Inc.,386666.666666
2018,4,243759,Pacific Gas and Electric Co.,275714.285714
2019,3,243759,Pacific Gas and Electric Co.,196666.666666
2020,2,243759,Pacific Gas and Electric Co.,127500.000000
2021,3,341619,BlackRock Funds Services Group LLC,175000.000000
2022,2,341619,BlackRock Funds Services Group LLC,243333.333333
2023,1,341619,BlackRock Funds Services Group LLC,190000.000000
2023,4,341619,BlackRock Funds Services Group LLC,152500.000000
2024,3,341619,BlackRock Funds Services Group LLC,165000.000000
2023,4,86642,National Association of Federally-Insured Credit Unions,50000.000000
2024,3,86642,National Association of Federally-Insured Credit Unions,50000.000000
2024,4,87583,American Cancer Society Cancer Action Network Inc.,556000.000000
2010,2,91032,Bayer Corp.,487335.000000
2011,1,91032,Bayer Corp.,805000.000000
2011,4,91032,Bayer Corp.,695000.000000
2012,3,91032,Bayer Corp.,680000.000000
2013,2,91032,Bayer Corp.,545000.000000
2014,1,91032,Bayer Corp.,447000.000000
2020,4,92776,Philips Electronics North America Corp.,225000.000000
2021,3,92776,Philips Electronics North America Corp.,540000.000000
2022,2,92776,Philips Electronics North America Corp.,870000.000000
2023,1,92776,Philips Electronics North America Corp.,550000.000000
2023,4,92776,Philips Electronics North America Corp.,630000.000000
2024,3,92776,Philips Electronics North America Corp.,480000.000000
2010,3,93809,Aerospace Industries Association of America Inc.,213684.000000
2011,2,93809,Aerospace Industries Association of America Inc.,164972.000000
2012,1,93809,Aerospace Industries Association of America Inc.,620449.000000
2012,4,93809,Aerospace Industries Association of America Inc.,850000.000000
2013,3,93809,Aerospace Industries Association of America Inc.,280000.000000
2014,2,93809,Aerospace Industries Association of America Inc.,310000.000000
2015,1,93809,Aerospace Industries Association of America Inc.,260000.000000
2020,4,99896,Mercedes-Benz USA LLC,130000.000000
2021,3,99896,Mercedes-Benz USA LLC,300000.000000
2022,2,99896,Mercedes-Benz USA LLC,60000.000000
2023,1,99896,Mercedes-Benz USA LLC,390000.000000
2023,4,99896,Mercedes-Benz USA LLC,130000.000000
2024,3,99896,Mercedes-Benz USA LLC,130000.000000
2010,3,101822,NACS,345000.000000
2011,2,101822,NACS,385000.000000
2012,1,101822,NACS,565000.000000
2014,4,104372,Independent Community Bankers of America,513333.333333
2015,3,104372,Independent Community Bankers of America,380000.000000
2016,2,104372,Independent Community Bankers of America,603333.333333
2017,1,104372,Independent Community Bankers of America,410000.000000
2017,4,104372,Independent Community Bankers of America,483333.333333
2018,3,104372,Independent Community Bankers of America,333333.333333
2019,2,104372,Independent Community Bankers of America,686666.666666
2020,1,104372,Independent Community Bankers of America,570000.000000
2020,4,104372,Independent Community Bankers of America,585000.000000
2021,3,104372,Independent Community Bankers of America,575000.000000
2022,2,104372,Independent Community Bankers of America,1025000.000000
2023,1,104372,Independent Community Bankers of America,548000.000000
2013,1,104549,Primerica Life Insurance Co.,270000.000000
2014,4,145134,MacAndrews South Corp.,300000.000000
2015,3,145134,MacAndrews South Corp.,430000.000000
2016,2,145134,MacAndrews South Corp.,270000.000000
2017,1,145134,MacAndrews South Corp.,670000.000000
2017,4,145134,MacAndrews South Corp.,420000.000000
2018,3,145134,MacAndrews South Corp.,600000.000000
2019,2,145134,MacAndrews South Corp.,560000.000000
2020,1,145134,MacAndrews South Corp.,470000.000000
2010,1,147733,Financial Services Roundtable,471666.666666
2012,4,154002,Lorillard Tobacco Co.,490000.000000
2013,3,154002,Lorillard Tobacco Co.,730000.000000
2014,2,154002,Lorillard Tobacco Co.,550000.000000
2021,4,154499,American Electric Power Co. Inc.,913594.500000
2022,3,154499,American Electric Power Co. Inc.,933595.500000
2023,2,154499,American Electric Power Co. Inc.,519885.750000
2024,1,154499,American Electric Power Co. Inc.,632281.500000
2024,4,154499,American Electric Power Co. Inc.,282697.400000
2020,3,86642,National Association of Federally-Insured Credit Unions,355000.000000
2021,2,86642,National Association of Federally-Insured Credit Unions,365000.000000
2022,1,86642,National Association of Federally-Insured Credit Unions,660000.000000
2022,4,86642,National Association of Federally-Insured Credit Unions,910000.000000
2023,3,86642,National Association of Federally-Insured Credit Unions,505000.000000
2024,2,86642,National Association of Federally-Insured Credit Unions,50000.000000
2012,4,87583,American Cancer Society Cancer Action Network Inc.,291666.666666
2013,3,87583,American Cancer Society Cancer Action Network Inc.,418333.333333
2014,2,87583,American Cancer Society Cancer Action Network Inc.,260625.000000
2015,1,87583,American Cancer Society Cancer Action Network Inc.,565000.000000
2015,4,87583,American Cancer Society Cancer Action Network Inc.,1000000.000000
2016,3,87583,American Cancer Society Cancer Action Network Inc.,620000.000000
2017,2,87583,American Cancer Society Cancer Action Network Inc.,370000.000000
2018,1,87583,American Cancer Society Cancer Action Network Inc.,256666.666666
2018,4,87583,American Cancer Society Cancer Action Network Inc.,576903.333333
2019,3,87583,American Cancer Society Cancer Action Network Inc.,450000.000000
2020,2,87583,American Cancer Society Cancer Action Network Inc.,270000.000000
2021,1,87583,American Cancer Society Cancer Action Network Inc.,150000.000000
2021,4,87583,American Cancer Society Cancer Action Network Inc.,436250.000000
2022,3,87583,American Cancer Society Cancer Action Network Inc.,345000.000000
2023,2,87583,American Cancer Society Cancer Action Network Inc.,374000.000000
2024,1,87583,American Cancer Society Cancer Action Network Inc.,576000.000000
2014,4,91032,Bayer Corp.,282000.000000
2015,3,91032,Bayer Corp.,382000.000000
2016,2,91032,Bayer Corp.,356000.000000
2017,1,91032,Bayer Corp.,593000.000000
2017,4,91032,Bayer Corp.,450833.333333
2018,3,91032,Bayer Corp.,271428.571428
2019,2,91032,Bayer Corp.,330555.555555
2020,1,91032,Bayer Corp.,323571.428571
2020,4,91032,Bayer Corp.,237857.142857
2021,3,91032,Bayer Corp.,257857.142857
2022,2,91032,Bayer Corp.,252142.857142
2023,1,91032,Bayer Corp.,327142.857142
2023,4,91032,Bayer Corp.,418333.333333
2024,3,91032,Bayer Corp.,390000.000000
2010,3,92776,Philips Electronics North America Corp.,230000.000000
2011,2,92776,Philips Electronics North America Corp.,360000.000000
2012,1,92776,Philips Electronics North America Corp.,740000.000000
2010,1,93809,Aerospace Industries Association of America Inc.,215334.000000
2010,4,93809,Aerospace Industries Association of America Inc.,211689.000000
2011,3,93809,Aerospace Industries Association of America Inc.,886814.000000
2012,2,93809,Aerospace Industries Association of America Inc.,578055.000000
2013,1,93809,Aerospace Industries Association of America Inc.,410000.000000
2013,4,93809,Aerospace Industries Association of America Inc.,480000.000000
2014,3,93809,Aerospace Industries Association of America Inc.,400000.000000
2015,2,93809,Aerospace Industries Association of America Inc.,320000.000000
2016,1,93809,Aerospace Industries Association of America Inc.,470000.000000
2016,4,93809,Aerospace Industries Association of America Inc.,530000.000000
2017,3,93809,Aerospace Industries Association of America Inc.,470000.000000
2018,2,93809,Aerospace Industries Association of America Inc.,400000.000000
2019,1,93809,Aerospace Industries Association of America Inc.,530000.000000
2010,3,99896,Mercedes-Benz USA LLC,740000.000000
2011,2,99896,Mercedes-Benz USA LLC,300000.000000
2012,1,99896,Mercedes-Benz USA LLC,260000.000000
2021,3,255640,Gila River Indian Community,890000.000000
2022,2,255640,Gila River Indian Community,860000.000000
2023,1,255640,Gila River Indian Community,760000.000000
2019,4,263701,SB Group US Inc.,480000.000000
2020,3,263701,SB Group US Inc.,450000.000000
2021,2,263701,SB Group US Inc.,313333.333333
2022,1,263701,SB Group US Inc.,406666.666666
2019,3,273100,HCA Healthcare Inc.,440000.000000
2020,2,273100,HCA Healthcare Inc.,260000.000000
2021,1,273100,HCA Healthcare Inc.,980000.000000
2021,4,273100,HCA Healthcare Inc.,420000.000000
2022,3,273100,HCA Healthcare Inc.,730000.000000
2023,2,273100,HCA Healthcare Inc.,1100000.000000
2024,1,273100,HCA Healthcare Inc.,930000.000000
2015,3,275945,Baxalta US Inc.,330000.000000
2020,1,289768,Alliance for Automotive Innovation,281709.500000
2020,4,289768,Alliance for Automotive Innovation,303481.750000
2021,3,289768,Alliance for Automotive Innovation,305062.500000
2022,2,289768,Alliance for Automotive Innovation,329766.500000
2023,1,289768,Alliance for Automotive Innovation,354165.250000
2023,4,289768,Alliance for Automotive Innovation,379975.750000
2024,3,289768,Alliance for Automotive Innovation,439115.000000
2024,4,291370,Taiwan Semiconductor Manufacturing Co. Ltd.,540000.000000
2020,4,301050,Zamzam Consulting LLC,0.000000
2021,3,301050,Zamzam Consulting LLC,0.000000
2022,2,301050,Zamzam Consulting LLC,0.000000
2023,1,301050,Zamzam Consulting LLC,0.000000
2021,3,305212,Renewable Energy Aggregators Inc.,230000.000000
2022,2,305212,Renewable Energy Aggregators Inc.,630000.000000
2023,1,305212,Renewable Energy Aggregators Inc.,630000.000000
2023,4,305212,Renewable Energy Aggregators Inc.,200000.000000
2010,3,315362,National Federation of Independent Business Inc.,685000.000000
2011,2,315362,National Federation of Independent Business Inc.,420000.000000
2012,1,315362,National Federation of Independent Business Inc.,233333.333333
2012,4,315362,National Federation of Independent Business Inc.,198250.000000
2013,3,315362,National Federation of Independent Business Inc.,216500.000000
2014,2,315362,National Federation of Independent Business Inc.,247500.000000
2015,1,315362,National Federation of Independent Business Inc.,226500.000000
2019,4,316850,AHIP,368571.428571
2020,3,316850,AHIP,323125.000000
2021,2,316850,AHIP,356875.000000
2022,1,316850,AHIP,561666.666666
2022,4,316850,AHIP,322222.222222
2023,3,316850,AHIP,395555.555555
2024,2,316850,AHIP,318888.888888
2015,4,320046,Pharmaceutical Care Management Association,163851.000000
2016,3,320046,Pharmaceutical Care Management Association,251194.666666
2017,2,320046,Pharmaceutical Care Management Association,238383.250000
2018,1,320046,Pharmaceutical Care Management Association,232889.250000
2018,4,320046,Pharmaceutical Care Management Association,180361.500000
2019,3,320046,Pharmaceutical Care Management Association,241133.750000
2020,2,320046,Pharmaceutical Care Management Association,431151.000000
2021,1,320046,Pharmaceutical Care Management Association,830290.666666
2021,4,320046,Pharmaceutical Care Management Association,682968.000000
2022,3,320046,Pharmaceutical Care Management Association,514252.000000
2023,2,320046,Pharmaceutical Care Management Association,710258.400000
2024,1,320046,Pharmaceutical Care Management Association,719114.571428
2024,4,320046,Pharmaceutical Care Management Association,1048442.600000
2022,4,324505,Partnership to Address Global Emissions Inc.,580000.000000
2023,3,324505,Partnership to Address Global Emissions Inc.,640000.000000
2024,2,324505,Partnership to Address Global Emissions Inc.,480000.000000
2010,1,325634,Amazon Corporate LLC,285000.000000
2012,2,154499,American Electric Power Co. Inc.,541475.750000
2013,1,154499,American Electric Power Co. Inc.,555901.500000
2013,4,154499,American Electric Power Co. Inc.,596199.750000
2014,3,154499,American Electric Power Co. Inc.,378715.000000
2015,2,154499,American Electric Power Co. Inc.,521326.000000
2016,1,154499,American Electric Power Co. Inc.,523159.000000
2014,4,155701,"American Federation of State, County and Municipal Employees",490000.000000
2015,3,155701,"American Federation of State, County and Municipal Employees",610000.000000
2016,2,155701,"American Federation of State, County and Municipal Employees",660000.000000
2017,1,155701,"American Federation of State, County and Municipal Employees",630000.000000
2017,4,155701,"American Federation of State, County and Municipal Employees",560000.000000
2018,3,155701,"American Federation of State, County and Municipal Employees",550000.000000
2019,2,155701,"American Federation of State, County and Municipal Employees",600000.000000
2020,1,155701,"American Federation of State, County and Municipal Employees",670000.000000
2020,4,155701,"American Federation of State, County and Municipal Employees",530000.000000
2021,3,155701,"American Federation of State, County and Municipal Employees",570000.000000
2022,2,155701,"American Federation of State, County and Municipal Employees",510000.000000
2023,1,155701,"American Federation of State, County and Municipal Employees",490000.000000
2023,4,155701,"American Federation of State, County and Municipal Employees",610000.000000
2024,3,155701,"American Federation of State, County and Municipal Employees",720000.000000
2010,3,159586,Talecris Biotherapeutics Inc.,535000.000000
2011,2,159586,Talecris Biotherapeutics Inc.,325000.000000
2024,4,166177,Nucor Public Affairs Inc.,360000.000000
2016,4,175545,National Association of Manufacturers,880000.000000
2017,3,175545,National Association of Manufacturers,655000.000000
2018,2,175545,National Association of Manufacturers,895000.000000
2019,1,175545,National Association of Manufacturers,1150000.000000
2019,4,175545,National Association of Manufacturers,4190000.000000
2020,3,175545,National Association of Manufacturers,1130000.000000
2021,2,175545,National Association of Manufacturers,5490000.000000
2022,1,175545,National Association of Manufacturers,890000.000000
2022,4,175545,National Association of Manufacturers,2640000.000000
2023,3,175545,National Association of Manufacturers,2060000.000000
2024,2,175545,National Association of Manufacturers,1850000.000000
2017,4,206073,U.S. Chamber of Commerce,1712000.000000
2018,3,206073,U.S. Chamber of Commerce,1780500.000000
2019,2,206073,U.S. Chamber of Commerce,1277000.000000
2020,1,206073,U.S. Chamber of Commerce,2661666.666666
2020,4,206073,U.S. Chamber of Commerce,4470000.000000
2021,3,206073,U.S. Chamber of Commerce,2753333.333333
2022,2,206073,U.S. Chamber of Commerce,2671000.000000
2023,1,206073,U.S. Chamber of Commerce,4690000.000000
2023,4,206073,U.S. Chamber of Commerce,4795000.000000
2024,3,206073,U.S. Chamber of Commerce,4933333.333333
2014,4,206206,Northrop Grumman Corp.,196818.181818
2015,3,206206,Northrop Grumman Corp.,207291.666666
2016,2,206206,Northrop Grumman Corp.,242500.000000
2017,1,206206,Northrop Grumman Corp.,473750.000000
2017,4,206206,Northrop Grumman Corp.,333750.000000
2018,3,206206,Northrop Grumman Corp.,297350.000000
2019,2,206206,Northrop Grumman Corp.,340833.333333
2020,1,206206,Northrop Grumman Corp.,644687.500000
2020,4,206206,Northrop Grumman Corp.,412500.000000
2021,3,206206,Northrop Grumman Corp.,395500.000000
2022,2,206206,Northrop Grumman Corp.,457500.000000
2023,1,206206,Northrop Grumman Corp.,887500.000000
